var,Coef.BaboonPanTissue,Coef.BaboonAdipose,Coef.BaboonBrain,Coef.BaboonCortex,Coef.BaboonLiver,Coef.BaboonMuscle,Coef.BaboonHeart,Coef.HumanBaboonAgeLogLinear,Coef.HumanBaboonRelativeAge,Coef.PrimateClockSqrt,Coef.PrimateRelativeAge,Coef.LemurMultiTissue,rep..Homo_sapiens.hg19...dim.datAnnotation...1...,CGid,SYMBOL,GeneRegionID,seqnames,CGstart,CGend,width,strand,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,ENTREZID,transcriptId,distanceToTSS,ENSEMBL,GENENAME,flank_txIds,flank_geneIds,flank_gene_distances,genic,Intergenic,Promoter,fiveUTR,threeUTR,Exon,Intron,downstream,distal_intergenic,main_Categories,CpGislandseqnames,CpGislandstart,CpGislandend,CpGislandwidth,CpGislandstrand,CpGislandlen,CpGislandcount,CpGislandgc,CpGislandoe,CpGislandden,CpGislandpvalue,CpGisland,stackHMM,repeatElements
cg22252312,-0.188125677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg22252312,MATR3,MATR3_fiveUTR,chr5,138650403,138650404,50,-,5' UTR,5,138609441,138667366,57926,1,9782,uc003ldt.3,40912,ENSG00000015479,matrin 3,uc003ldt.3;uc003ldu.3;uc010jfb.3;uc003ldw.3;uc003ldx.3;uc003ldy.3;uc003ldz.3;uc011czb.2;uc003leb.3;uc003lec.3,9782;9782;9782;9782;9782;9782;9782;9782;9782;9782,0;0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEnh3,NA
cg13936321,NA,NA,NA,NA,NA,NA,NA,0.137851258,0.004779415,NA,NA,NA,Homo_sapiens.hg19,cg13936321,ERC2,ERC2_Exon,chr3,55640970,55640971,50,+,"Exon (uc003dho.1/26059, exon 2 of 3)",3,55542336,56502391,960056,2,26059,uc003dhr.1,861421,ENSG00000187672,ELKS/RAB6-interacting/CAST family member 2,uc003dho.1;uc003dhp.1;uc003dhq.1;uc003dhr.1,26059;26059;26059;26059,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acet2,NA
cg23930466,NA,NA,NA,NA,NA,NA,NA,-0.022352669,-0.000178297,NA,NA,NA,Homo_sapiens.hg19,cg23930466,ME3,ME3_Exon,chr11,86158235,86158236,50,-,"Exon (uc001pbz.3/10873, exon 11 of 14)",11,86152150,86383240,231091,2,10873,uc001pbz.3,225005,ENSG00000151376,malic enzyme 3,uc001pbz.3;uc001pca.3;uc009yvk.3;uc010rtr.1,10873;10873;10873;10873,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxWk2,NA
cg05861987,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074229384,NA,NA,Homo_sapiens.hg19,cg05861987,CADPS2,CADPS2_Intron,chr7,121969550,121969551,50,+,"Intron (uc003vkg.4/93664, intron 21 of 22)",7,121958478,122261771,303294,2,93664,uc003vkg.4,292221,ENSG00000081803,calcium dependent secretion activator 2,uc003vkg.4;uc010lkq.3;uc022akp.1;uc022akq.1;uc022akr.1,93664;93664;93664;93664;93664,0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA18,NA
cg26931581,NA,NA,3.550754439,1.749411839,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg26931581,GDF6,GDF6_Intron,chr8,97170024,97170025,50,+,"Intron (uc003yhp.3/392255, intron 1 of 1)",8,97154558,97173020,18463,2,392255,uc003yhp.3,2945,ENSG00000156466,growth differentiation factor 6,uc003yhp.3,392255,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm2,NA
cg23117234,NA,NA,1.318174716,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg23117234,LINC01343,LINC01343_Intergenic_upstream,chr1,38964050,38964051,50,-,Distal Intergenic,1,38674706,38680439,5734,2,339442,uc021olp.1,-283611,ENSG00000237290,long intergenic non-protein coding RNA 1343,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA18,NA
cg24504442,NA,NA,NA,NA,NA,NA,NA,0.129806039,0.02277145,NA,NA,NA,Homo_sapiens.hg19,cg24504442,MEIS2,MEIS2_fiveUTR,chr15,37391675,37391676,50,+,5' UTR,15,37183222,37393500,210279,2,4212,uc001zjt.3,1825,ENSG00000134138,Meis homeobox 2,uc001zjl.3;uc010ucj.2;uc001zjm.3;uc001zjn.3;uc001zjo.4;uc001zjp.4;uc001zjr.4;uc001zjs.4;uc001zjt.3;uc001zju.3,4212;4212;4212;4212;4212;4212;4212;4212;4212;4212,0;0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF5,NA
cg00068760,-10.72137225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg00068760,UBE2G1,UBE2G1_Intron,chr17,4268719,4268720,50,+,"Intron (uc002fxs.3/7326, intron 1 of 5)",17,4172512,4269969,97458,2,7326,uc002fxs.3,1250,ENSG00000132388,ubiquitin conjugating enzyme E2 G1,uc002fxs.3,7326,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,17,4268713,4270155,1443,*,1443,182,0.765765766,0.864766082,0.126126126,7.69E-144,CpGisland,PromF4,NA
cg13170453,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.068959897,NA,NA,Homo_sapiens.hg19,cg13170453,GDF6,GDF6_Exon,chr8,97157750,97157751,50,+,"Exon (uc003yhp.3/392255, exon 2 of 2)",8,97154558,97173020,18463,2,392255,uc003yhp.3,15270,ENSG00000156466,growth differentiation factor 6,uc003yhp.3,392255,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm1,NA
cg05473871,NA,NA,NA,NA,NA,NA,NA,-0.026268031,NA,NA,NA,NA,Homo_sapiens.hg19,cg05473871,ADAMTSL5,ADAMTSL5_Promoter,chr19,1513513,1513514,51,+,Promoter (<=1kb),19,1505017,1513188,8172,2,339366,uc010xgq.1,-275,ENSG00000185761,ADAMTS like 5,uc010dsl.2;uc002ltd.2;uc010xgq.1,339366;339366;339366,-2328;0;0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,19,1513474,1513959,486,*,486,49,0.765432099,0.70316237,0.100823045,5.53E-34,CpGisland,PromF5,NA
cg27290859,NA,NA,NA,NA,NA,NA,NA,0.072659784,NA,NA,NA,NA,Homo_sapiens.hg19,cg27290859,GPHN,GPHN_Exon,chr14,67389434,67389435,51,-,"Exon (uc001xiw.3/10243, exon 7 of 11)",14,66974125,67648525,674401,1,10243,uc001xix.3,415309,ENSG00000171723,gephyrin,uc001xiw.3;uc001xix.3;uc001xiy.3;uc010tss.2;uc010tst.2;uc010tsu.2,10243;10243;10243;10243;10243;10243,0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx5,NA
cg23526824,0.024786355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg23526824,THRA,THRA_Exon,chr17,38245542,38245543,51,+,"Exon (uc010cwp.1/7067, exon 9 of 9)",17,38218163,38245586,27424,1,7067,uc010cwp.1,27329,ENSG00000126351,thyroid hormone receptor alpha,uc010cwp.1;uc021twy.1;uc002htv.3;uc002htw.3;uc002htx.3;uc002htz.3;uc010cwq.3;uc010cwr.2,7067;7067;7067;7067;7067;9572;9572;9572,0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,17,38245419,38245559,141,*,141,12,0.631205674,0.895238095,0.085106383,8.17E-08,CpGisland,TxEnh4,NA
cg25452665,NA,NA,NA,7.048838744,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg25452665,HAND1,HAND1_Promoter,chr5,153862373,153862374,51,-,Promoter (4-5kb),5,153854532,153857824,3293,2,9421,uc003lvn.3,-4599,ENSG00000113196,heart and neural crest derivatives expressed 1,uc003lvn.3,9421,-4549,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,5,153862299,153862451,153,*,153,18,0.555555556,1.526607539,0.117647059,4.53E-14,CpGisland,BivProm2,NA
cg14467140,NA,NA,NA,NA,NA,NA,NA,0.194376851,0.020079107,NA,NA,NA,Homo_sapiens.hg19,cg14467140,RBFOX1,RBFOX1_Intron,chr16,7646456,7646457,50,+,"Intron (uc002cyr.1/54715, intron 8 of 11)",16,6069132,7703949,1634818,1,54715,uc002cyr.1,1577325,ENSG00000078328,RNA binding fox-1 homolog 1,uc002cyr.1;uc010buf.1;uc002cys.2;uc002cyt.2;uc010uxz.1;uc010uya.1;uc002cyv.1;uc010uyb.1;uc002cyw.2;uc002cyx.2;uc002cyy.2;uc010uyc.1,54715;54715;54715;54715;54715;54715;54715;54715;54715;54715;54715;54715,0;0;0;0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quies2,NA
cg09520943,NA,NA,NA,-0.289448615,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg09520943,NAA25,NAA25_Exon,chr12,112487365,112487366,50,+,"Exon (uc001ttn.4/80018, exon 15 of 24)",12,112464493,112546635,82143,2,80018,uc001ttm.3,59220,ENSG00000111300,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit",uc001ttm.3;uc001ttn.4;uc009zvz.2;uc009zwa.2,80018;80018;80018;80018,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,12,112487323,112487396,74,*,74,9,0.608108108,1.321428571,0.121621622,2.65E-07,CpGisland,TxEx2,NA
cg26726842,NA,NA,NA,NA,NA,NA,NA,0.062301784,0.035596517,NA,NA,NA,Homo_sapiens.hg19,cg26726842,ELAVL2,ELAVL2_Intron,chr9,23608642,23608643,51,-,"Intron (uc003zpr.3/uc003zpr.3, intron 9 of 27)",9,23690103,23821478,131376,2,1993,uc003zps.3,212836,ENSG00000107105,ELAV like RNA binding protein 2,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quies1,NA
cg14102390,NA,NA,NA,NA,NA,NA,NA,0.068079403,NA,NA,NA,NA,Homo_sapiens.hg19,cg14102390,MITF,MITF_fiveUTR,chr3,69788787,69788788,51,+,Promoter (<=1kb),3,69788586,70017488,228903,1,4286,uc003dnz.3,151,ENSG00000187098,melanocyte inducing transcription factor,uc003dnz.3,4286,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,3,69788430,69788788,359,*,359,41,0.718662953,0.884714792,0.114206128,6.41E-31,CpGisland,TSS1,NA
cg03957108,0.018169823,NA,16.95145708,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg03957108,OTX1,OTX1_Promoter,chr2,63276545,63276546,50,+,Promoter (<=1kb),2,63277192,63284966,7775,1,5013,uc021vim.1,-647,ENSG00000115507,orthodenticle homeobox 1,uc002scc.4;uc021vil.2;uc010fcp.3;uc002sby.3;uc002sbz.3;uc002scb.3;uc021vim.1;uc002scd.3;uc010ypt.2,100132215;100132215;23301;23301;23301;23301;5013;5013;5013,0;0;0;0;0;0;0;0;0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,2,63276534,63276724,191,*,191,21,0.67539267,0.977339181,0.109947644,1.07E-15,CpGisland,BivProm2,NA
cg10155596,NA,NA,NA,NA,NA,NA,NA,-0.088659674,NA,NA,NA,NA,Homo_sapiens.hg19,cg10155596,UBR3,UBR3_Intron,chr2,170804421,170804422,51,+,"Intron (uc010zdi.2/130507, intron 22 of 38)",2,170684018,170940639,256622,1,130507,uc010zdi.2,120353,ENSG00000144357,ubiquitin protein ligase E3 component n-recognin 3,uc010zdi.2;uc002ufr.4;uc002uft.4;uc010fqa.3,130507;130507;130507;130507,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx6,NA
cg07115626,NA,NA,NA,10.63298711,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg07115626,FOXA1,FOXA1_Promoter,chr14,38071285,38071286,51,-,Promoter (7-8kb),14,38058757,38064325,5569,2,3169,uc001wuf.4,-7010,ENSG00000129514,forkhead box A1,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,14,38071261,38071443,183,*,183,18,0.677595628,0.860501567,0.098360656,1.29E-12,CpGisland,ReprPC1,NA
cg10233638,NA,NA,NA,NA,NA,NA,NA,-0.006572855,NA,NA,NA,NA,Homo_sapiens.hg19,cg10233638,FIGN,FIGN_Intron,chr2,164590030,164590031,50,+,"Intron (uc002uck.1/55137, intron 2 of 2)",2,164464118,164592513,128396,2,55137,uc002uck.1,2483,ENSG00000182263,"fidgetin, microtubule severing factor",uc002uck.1,55137,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm4,NA
cg13188467,-1.268775735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg13188467,DLX6-AS1,DLX6-AS1_Intron,chr7,96628093,96628094,50,+,"Intron (uc003uok.3/285987, intron 1 of 1)",7,96597827,96633610,35784,2,285987,uc003uok.3,5466,NA,DLX6 antisense RNA 1,uc003uok.3;uc003uol.3;uc010lfo.1,285987;285987;285987,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC1,NA
cg25332194,NA,NA,NA,NA,NA,NA,NA,0.067923966,NA,NA,NA,NA,Homo_sapiens.hg19,cg25332194,RPN2,RPN2_Exon,chr20,35866851,35866852,50,+,"Exon (uc002xgq.3/6185, exon 16 of 17)",20,35807456,35870025,62570,1,6185,uc002xgp.3,59346,ENSG00000118705,ribophorin II,uc002xgp.3;uc002xgq.3,6185;6185,0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEnh4,NA
cg12101354,NA,NA,NA,NA,NA,NA,NA,0.256534808,NA,NA,NA,NA,Homo_sapiens.hg19,cg12101354,SLC6A5,SLC6A5_Intron,chr11,20622652,20622653,51,+,"Intron (uc001mqd.3/9152, intron 1 of 15)",11,20620946,20676610,55665,1,9152,uc001mqd.3,1656,ENSG00000165970,solute carrier family 6 member 5,uc001mqd.3;uc009yic.3,9152;9152,0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC1,NA
cg04580151,NA,NA,NA,NA,NA,NA,NA,0.006123184,NA,NA,NA,NA,Homo_sapiens.hg19,cg04580151,FAAHP1,FAAHP1_Intergenic_downstream,chr1,46916419,46916420,51,-,Distal Intergenic,1,46899499,46911374,11876,1,729041,uc021ona.1,16970,NA,fatty acid amide hydrolase pseudogene 1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC2,NA
cg15771070,NA,NA,NA,NA,NA,NA,NA,-0.170256792,-0.000612063,NA,NA,NA,Homo_sapiens.hg19,cg15771070,EDN2,EDN2_Intergenic_downstream,chr1,41846760,41846761,50,-,Distal Intergenic,1,41944446,41949874,5429,2,1907,uc009vwj.3,103164,ENSG00000127129,endothelin 2,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm2,NA
cg09700857,NA,NA,NA,-0.230429664,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg09700857,SLC6A17,SLC6A17_Exon,chr1,110737326,110737327,51,+,"Exon (uc009wfq.3/388662, exon 9 of 12)",1,110693132,110744823,51692,1,388662,uc009wfq.3,44144,ENSG00000197106,solute carrier family 6 member 17,uc009wfq.3;uc001dze.1,388662;388662,0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC7,NA
cg24272006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008773899,NA,NA,Homo_sapiens.hg19,cg24272006,UBL3,UBL3_threeUTR,chr13,30339891,30339892,51,-,3' UTR,13,30338545,30424820,86276,2,5412,uc001usp.3,84879,ENSG00000122042,ubiquitin like 3,uc001usp.3,5412,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,threeUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxWk1,NA
cg15993931,NA,NA,NA,NA,NA,NA,NA,-0.802057051,-0.048160473,NA,NA,NA,Homo_sapiens.hg19,cg15993931,KLF7,KLF7_Exon,chr2,208030892,208030893,51,+,"Exon (uc031rra.1/8609, exon 1 of 5)",2,207938862,208031970,93109,2,8609,uc031rrb.1,1078,ENSG00000118263,Kruppel like factor 7,uc002vbz.2;uc031rqz.1;uc031rra.1;uc002vca.2;uc031rrb.1,8609;8609;8609;8609;8609,0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,2,208030853,208030907,55,*,55,9,0.690909091,1.386554622,0.163636364,1.53E-08,CpGisland,TSS2,NA
cg18184199,NA,NA,NA,NA,NA,NA,NA,NA,0.001519399,NA,NA,NA,Homo_sapiens.hg19,cg18184199,HAAO,HAAO_Intergenic_upstream,chr2,43152100,43152101,50,-,Distal Intergenic,2,42994229,43019751,25523,2,23498,uc002rst.4,-132349,ENSG00000162882,"3-hydroxyanthranilate 3,4-dioxygenase",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA1,NA
cg22097793,NA,NA,NA,NA,NA,NA,NA,-0.001238464,NA,NA,NA,NA,Homo_sapiens.hg19,cg22097793,SNX24,SNX24_Intron,chr5,122314953,122314954,50,-,"Intron (uc003ktf.2/28966, intron 3 of 5)",5,122181160,122344902,163743,1,28966,uc010jcy.3,133795,ENSG00000064652,sorting nexin 24,uc003ktf.2;uc010jcy.3;uc011cwo.2,28966;28966;28966,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA15,NA
cg13848598,NA,NA,NA,NA,NA,NA,NA,0.067051227,NA,NA,NA,NA,Homo_sapiens.hg19,cg13848598,ADRB1,ADRB1_Exon,chr10,115804578,115804579,51,+,Promoter (<=1kb),10,115803806,115806667,2862,1,153,uc001lba.3,722,ENSG00000043591,adrenoceptor beta 1,uc001lba.3,153,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,10,115804489,115805468,980,*,980,135,0.714285714,1.091548134,0.137755102,6.42E-113,CpGisland,BivProm1,NA
cg14159149,NA,NA,-0.495547465,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg14159149,EDN2,EDN2_Intergenic_downstream,chr1,41831977,41831978,50,-,Distal Intergenic,1,41944446,41949874,5429,2,1907,uc009vwj.3,117895,ENSG00000127129,endothelin 2,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,1,41831958,41832389,432,*,432,45,0.782407407,0.693493151,0.104166667,6.14E-32,CpGisland,TSS2,NA
cg10654522,NA,NA,NA,NA,NA,NA,NA,0.004711253,NA,NA,NA,NA,Homo_sapiens.hg19,cg10654522,PDGFRA,PDGFRA_Intron,chr4,54973321,54973322,50,-,"Intron (uc003haa.3/5156, intron 12 of 23)",4,54243820,55164412,920593,1,5156,uc003haa.3,729451,ENSG00000134853,platelet derived growth factor receptor alpha,uc003haa.3,5156,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC1,NA
cg26813228,NA,NA,NA,NA,NA,NA,NA,-0.066486782,NA,NA,NA,NA,Homo_sapiens.hg19,cg26813228,FOXG1,FOXG1_threeUTR,chr14,29238808,29238809,50,-,3' UTR,14,29236278,29239483,3206,1,2290,uc001wqe.4,2531,ENSG00000176165,forkhead box G1,uc001wqe.4;uc010tpd.3;uc001wqf.3,2290;387978;387978,0;0;0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,threeUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC2,NA
cg06648775,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009284081,NA,NA,Homo_sapiens.hg19,cg06648775,RAB9BP1,RAB9BP1_Intergenic_upstream,chr5,103767875,103767876,51,-,Distal Intergenic,5,104435175,104435799,625,1,9366,uc003kok.3,-667300,ENSG00000232159,"RAB9B, member RAS oncogene family pseudogene 1",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhWk4,Unknown
cg22324081,NA,NA,NA,NA,NA,NA,NA,-0.030470234,NA,NA,NA,NA,Homo_sapiens.hg19,cg22324081,BRSK2,BRSK2_Exon,chr11,1411613,1411614,50,+,Promoter (<=1kb),11,1411129,1478279,67151,1,9024,uc009ycv.1,435,ENSG00000174672,BR serine/threonine kinase 2,uc009ycv.1;uc001lth.1;uc001lti.4;uc001ltj.4;uc001ltk.4;uc001ltl.4,9024;9024;9024;9024;9024;9024,0;0;0;0;0;0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,11,1410441,1412203,1763,*,1763,265,0.78332388,0.981110481,0.150311968,5.25E-233,CpGisland,BivProm3,Low_complexity
cg14297772,NA,NA,NA,NA,NA,NA,NA,-0.011040068,NA,NA,NA,NA,Homo_sapiens.hg19,cg14297772,EN1,EN1_fiveUTR,chr2,119605210,119605211,51,+,Promoter (<=1kb),2,119599747,119605759,6013,2,2019,uc002tlm.3,549,ENSG00000163064,engrailed homeobox 1,uc002tlm.3,2019,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm2,NA
cg01079397.2,NA,NA,NA,NA,NA,NA,NA,-0.006150889,NA,NA,NA,NA,Homo_sapiens.hg19,cg01079397.2,NIPBL,NIPBL_fiveUTR,chr5,36877151,36877152,51,+,Promoter (<=1kb),5,36876861,37065921,189061,1,25836,uc003jkk.4,240,ENSG00000164190,NIPBL cohesin loading factor,uc003jkk.4;uc003jkl.4;uc031sjc.1,25836;25836;646719,0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,5,36877123,36877660,538,*,538,53,0.682156134,0.846816346,0.098513011,3.85E-36,CpGisland,PromF4,NA
cg20348846,-8.296298492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg20348846,BCL11A,BCL11A_Promoter,chr2,60782356,60782357,50,+,Promoter (1-2kb),2,60769017,60780633,11617,2,53335,uc010fcg.3,-1674,ENSG00000119866,BAF chromatin remodeling complex subunit BCL11A,uc002sab.3;uc002sac.3;uc010ypi.2;uc010ypj.2;uc002sae.1;uc002saf.1;uc010fcg.3,53335;53335;53335;53335;53335;53335;53335,0;0;0;0;0;0;0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,2,60782233,60782385,153,*,153,12,0.54248366,1.078730905,0.078431373,2.04E-07,CpGisland,PromF5,NA
cg16072358,NA,NA,NA,NA,NA,NA,NA,NA,0.016021724,NA,NA,NA,Homo_sapiens.hg19,cg16072358,FAAHP1,FAAHP1_Intergenic_downstream,chr1,46921793,46921794,51,-,Distal Intergenic,1,46899499,46911374,11876,1,729041,uc021ona.1,22344,NA,fatty acid amide hydrolase pseudogene 1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,1,46921732,46921890,159,*,159,17,0.647798742,1.055035129,0.106918239,1.44E-12,CpGisland,ReprPC6,NA
cg11075418,NA,NA,NA,NA,NA,NA,NA,-0.014875179,NA,NA,NA,NA,Homo_sapiens.hg19,cg11075418,SENCR,SENCR_fiveUTR,chr11,128564135,128564136,50,+,5' UTR,11,128561567,128565918,4352,2,100507392,uc001qel.3,1783,ENSG00000254703,smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA,uc001qel.3;uc010sbt.2;uc009zci.3;uc010sbu.2;uc010sbv.2,100507392;2313;2313;2313;2313,0;0;0;0;0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,11,128563956,128564627,672,*,672,74,0.726190476,0.839333637,0.110119048,4.94E-54,CpGisland,PromF5,NA
