"var","Coef.Universal3_Age.LogLinearRelAdult","Coef.Universal2_RelativeAge","Coef.CHR","Coef.bp_hg38","Coef.Gene","Coef.Gene.hg19","Coef.ENTREZID","Coef.conservationInMouse","Coef.GeneRegionID","Coef.annotation","Coef.CHR_mm10","Coef.bp_mm10","Coef.Gene_mm10"
"cg06413694",-0.05055116,NA,"1",213340471,"RPS6KC1","RPS6KC1",26750,"conserved gene but different region in human and mouse","RPS6KC1_Intergenic_downstream","Distal Intergenic","1",190713945,"Rps6kc1"
"cg13182287",-0.182675068,NA,"20",35738990,"RBM39","RBM39",9584,"mapped in human, not mapped in mouse","RBM39_threeUTR","3' UTR","2",156177358,"Rbm39"
"cg02658193",0.078476331,NA,"4",108173473,"LEF1-AS1","LEF1-AS1",641518,"mapped to different gene in human and mouse","LEF1-AS1_Exon","Exon (ENST00000436413.5/641518, exon 2 of 3)","3",131106003,"Lef1"
"cg15425194",0.181848899,NA,"13",35470857,"NBEA","NBEA",26960,"conserved gene but different region in human and mouse","NBEA_Intron","Intron (ENST00000400445.7/26960, intron 40 of 57)","3",55787862,"Nbea"
"cg00422680",-0.001260052,NA,"5",171294749,"RANBP17","RANBP17",64901,"mapped in human, not mapped in mouse","RANBP17_Intron","Intron (ENST00000389118.8/64901, intron 28 of 29)",NA,NA,NA
"cg08522676",-0.032349036,NA,"12",53949918,"HOXC12","HOXC12",3228,"conserved gene and region in mouse and human","HOXC12_Promoter","Promoter (4-5kb)","15",102931936,"Hoxc12"
"cg18743610",-0.042379031,NA,"2",144439566,"ZEB2","ZEB2",9839,"conserved gene and region in mouse and human","ZEB2_Intron","Intron (ENST00000637045.1/9839, intron 1 of 8)","2",45032494,"Zeb2"
"cg18987683",-0.056409712,NA,"3",160565270,"KPNA4","KPNA4",3840,"conserved gene and region in mouse and human","KPNA4_Exon","Promoter (<=1kb)","3",69126788,"Kpna4"
"cg10487127",0.122723023,NA,"6",16761437,"ATXN1-AS1","ATXN1",101928433,"mapped to different gene in human and mouse","ATXN1-AS1_fiveUTR","Promoter (<=1kb)","13",45964954,"Atxn1"
"cg09161688",-0.021773657,NA,"10",129873560,"EBF3","EBF3",253738,"conserved gene and region in mouse and human","EBF3_Exon","Exon (ENST00000368648.7/253738, exon 8 of 16)","7",137231272,"Ebf3"
"cg08396875",-0.139144333,NA,"2",224982328,"DOCK10","DOCK10",55619,"mapped in human, not mapped in mouse","DOCK10_Exon","Exon (ENST00000644695.1/55619, exon 1 of 57)","1",80709408,"Dock10"
"cg27052685",-0.046864041,NA,"2",104052707,"LINC01831","LOC100287010",101927331,"mapped to different gene in human and mouse","LINC01831_Intron","Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)","1",41919060,"Gm5267"
"cg02042055",-0.015263782,NA,"22",36702522,"CACNG2","CACNG2",10369,"conserved gene and region in mouse and human","CACNG2_Exon","Exon (ENST00000300105.6/10369, exon 1 of 4)","15",78118837,"Cacng2"
"cg23126309",0.007334863,NA,"7",114415330,"FOXP2","FOXP2",93986,"mapped in human, not mapped in mouse","FOXP2_fiveUTR","5' UTR","6",15185787,"Foxp2"
"cg08160490",-0.063817555,NA,"9",14087940,"NFIB","NFIB",4781,"conserved gene and region in mouse and human","NFIB_threeUTR","3' UTR","4",82296436,"Nfib"
"cg01990759",-0.020936714,NA,"10",72088232,"SPOCK2","ANAPC16",9806,"conserved gene and region in mouse and human","SPOCK2_Exon","Promoter (<=1kb)","10",60106563,"Spock2"
"cg00817637",-0.102153608,NA,"5",77844514,"TBCA","TBCA",6902,"conserved gene but different region in human and mouse","TBCA_Intron","Intron (ENST00000522370.1/6902, intron 1 of 3)","13",94710253,"Gm48316"
"cg25072946",0.045744044,NA,"11",63910494,"MARK2","MARK2",2011,"conserved gene and region in mouse and human","MARK2_threeUTR","3' UTR","19",7275953,"Mark2"
"cg01772613",0.181563521,NA,"12",112252429,"HECTD4","HECTD4",283450,"mapped in human, not mapped in mouse","HECTD4_Exon","Exon (ENST00000550722.5/283450, exon 23 of 76)","5",121302735,"Hectd4"
"cg16816020",-0.041985123,NA,"1",47978738,"TRABD2B","TRABD2B",388630,"conserved gene and region in mouse and human","TRABD2B_Intron","Intron (ENST00000606738.3/388630, intron 2 of 6)","4",114423180,"Trabd2b"
"cg01053290",-0.132896022,NA,"7",114659903,"FOXP2","FOXP2",93986,"mapped in human, not mapped in mouse","FOXP2_Intron","Intron (ENST00000412402.5/93986, intron 16 of 19)","6",15411578,"Foxp2"
"cg11124915",0.048435238,NA,"11",10806872,"EIF4G2","EIF4G2",1982,"conserved gene and region in mouse and human","EIF4G2_Exon","Exon (ENST00000526148.5/1982, exon 3 of 22)","7",111080951,"Eif4g2"
"cg25430489",0.061027989,NA,"14",76462595,"ESRRB","ESRRB",2103,"mapped in human, not mapped in mouse","ESRRB_Exon","Exon (ENST00000512784.6/2103, exon 3 of 7)","12",86488597,"Esrrb"
"cg06571003",-0.459966935,NA,"10",100655668,"PAX2","PAX2",5076,"conserved gene and region in mouse and human","PAX2_Intergenic_upstream","Distal Intergenic","19",44671278,"Pax2"
"cg02681015",-0.072556891,NA,"1",3069253,"PRDM16","PRDM16",63976,"conserved gene and region in mouse and human","PRDM16_fiveUTR","Promoter (<=1kb)","4",154636765,"Prdm16"
"cg27208811",-0.0038953,NA,"3",114455346,"ZBTB20-AS5","ZBTB20",101929754,"mapped to different gene in human and mouse","ZBTB20-AS5_Intron","Intron (ENST00000628886.1/101929754, intron 2 of 2)","16",43502986,"Zbtb20"
"cg16545804",0.000957502,NA,"1",38095514,"MIR3659","MIR3659",100500801,"mapped to different gene in human and mouse","MIR3659_Intron","Intron (ENST00000432922.5/ENST00000432922.5, intron 1 of 3)","4",124615830,"Pou3f1"
"cg20140365",0.20360502,NA,"4",54015737,"CHIC2","CHIC2",26511,"conserved gene and region in mouse and human","CHIC2_Intron","Intron (ENST00000507166.5/5156, intron 12 of 23)","5",75013123,"Chic2"
"cg13294690",-0.071546091,NA,"13",83881566,"SLITRK1","SLITRK1",114798,"mapped in human, not mapped in mouse","SLITRK1_fiveUTR","Promoter (<=1kb)","14",108913336,"Slitrk1"
"cg09176584",0.01672638,NA,"16",73483724,"LINC01568","LINC01568",100506172,"mapped to different gene in human and mouse","LINC01568_Intron","Intron (ENST00000641790.1/100506172, intron 2 of 3)","8",108301392,"Zfhx3"
"cg25034090",-0.198809703,NA,"12",49021334,"KMT2D","KMT2D",8085,"mapped in human, not mapped in mouse","KMT2D_threeUTR","3' UTR","15",98834070,"Kmt2d"
"cg01036016",0.043625568,NA,"5",36995702,"NIPBL","NIPBL",25836,"conserved gene and region in mouse and human","NIPBL_Exon","Exon (ENST00000282516.13/25836, exon 11 of 47)","15",8343576,"Nipbl"
"cg12648670",-0.001721575,NA,"9",10615210,"PTPRD-AS2","PTPRD",101929428,"mapped to different gene in human and mouse","PTPRD-AS2_Intron","Intron (ENST00000429581.2/101929428, intron 1 of 2)","4",78214051,"Ptprd"
"cg01759800",0.012859527,NA,"11",115525626,"CADM1","CADM1",23705,"conserved gene and region in mouse and human","CADM1_Intergenic_upstream","Distal Intergenic","9",47506216,"Cadm1"
"cg08212459",0.030526829,NA,"5",77847813,"TBCA","TBCA",6902,"conserved gene but different region in human and mouse","TBCA_Intron","Intron (ENST00000522370.1/6902, intron 1 of 3)","13",94707063,"Gm48316"
"cg11742933",-0.362812432,NA,"11",6401629,"APBB1","APBB1",322,"conserved gene but different region in human and mouse","APBB1_Exon","Exon (ENST00000621678.4/322, exon 8 of 13)","7",105565588,"Apbb1"
"cg05052242",0.022114964,NA,"11",132920729,"OPCML","OPCML",4978,"mapped in human, not mapped in mouse","OPCML_Intron","Intron (ENST00000331898.11/4978, intron 1 of 6)","9",28428758,"Opcml"
"cg05866252",-0.187102817,NA,"1",41381046,"FOXO6","EDN2",100132074,"conserved gene and region in mouse and human","FOXO6_Intron","Intron (ENST00000372591.1/100132074, intron 1 of 1)","4",120269757,"Foxo6"
"cg04404159",-0.20351729,NA,"17",39299038,"FBXL20","FBXL20",84961,"conserved gene and region in mouse and human","FBXL20_Exon","Exon (ENST00000264658.11/84961, exon 5 of 15)","11",98110983,"Fbxl20"
"cg27435767",-0.098367103,NA,"2",66693638,"LINC01798","MEIS1",100507073,"mapped to different gene in human and mouse","LINC01798_Intron","Intron (ENST00000433396.5/100507073, intron 5 of 5)","11",18754542,"Gm12024"
"cg08662919",-0.032322384,NA,"5",92695765,"NR2F1-AS1","NR2F1-AS1",441094,"mapped to different gene in human and mouse","NR2F1-AS1_Intergenic_downstream","Distal Intergenic","13",79277995,"Gm48470"
"cg19683912",0.032065825,NA,"5",77971861,"LOC101929154","TBCA",101929154,"mapped to different gene in human and mouse","LOC101929154_Intergenic_downstream","Distal Intergenic","13",94596949,"Ap3b1"
"cg14116948",-0.031352523,NA,"6",44932730,"SUPT3H","SUPT3H",8464,"mapped in human, not mapped in mouse","SUPT3H_Exon","Exon (ENST00000475057.5/8464, exon 10 of 12)","17",45048314,"Supt3"
"cg04577801",-0.052730603,NA,"4",173531182,"HAND2-AS1","HAND2-AS1",79804,"mapped to different gene in human and mouse","HAND2-AS1_Exon","Exon (ENST00000505032.5/79804, exon 3 of 3)","8",57320079,"Hand2"
"cg15546160",-0.008666375,NA,"11",13445066,"BTBD10","BTBD10",84280,"conserved gene and region in mouse and human","BTBD10_Exon","Exon (ENST00000278174.9/84280, exon 2 of 9)","7",113351823,"Btbd10"
"cg07987507",0.054781106,NA,"11",83484266,"DLG2","DLG2",1740,"conserved gene and region in mouse and human","DLG2_Intron","Intron (ENST00000280241.12/1740, intron 15 of 21)","7",92417185,"Dlg2"
"cg06197482",-0.111734368,NA,"19",12996438,"NFIX","NFIX",4784,"mapped in human, not mapped in mouse","NFIX_Promoter","Promoter (<=1kb)","8",84799616,"Nfix"
"cg00587168",0.014934192,NA,"2",172093840,"DLX1","DLX1",1745,"mapped to different gene in human and mouse","DLX1_Intergenic_downstream","Distal Intergenic","2",71538098,"Dlx1"
"cg03856216",-0.018486658,NA,"5",136059173,"TGFBI","TGFBI",7045,"mapped in human, not mapped in mouse","TGFBI_fiveUTR","5' UTR","13",56635649,"Tgfbi"
"cg05750171",-0.198750683,NA,"19",42080086,"ZNF574","ZNF574",64763,"conserved gene and region in mouse and human","ZNF574_Exon","Exon (ENST00000222339.7/64763, exon 2 of 2)","7",25081043,"Zfp574"
"cg09716123",-0.006024135,NA,"11",19596536,"NAV2","NAV2",89797,"mapped in human, not mapped in mouse","NAV2_Intron","Intron (ENST00000360655.8/89797, intron 1 of 37)","7",49159184,"Nav2"
"cg00399596",-0.735606071,NA,"7",25951186,"MIR148A","MIR148A",406940,"mapped to different gene in human and mouse","MIR148A_Promoter","Promoter (1-2kb)","6",51270942,"Nfe2l3"
"cg01352789",-0.110863183,NA,"18",34223228,"NOL4","NOL4",8715,"conserved gene and region in mouse and human","NOL4_Exon","Promoter (<=1kb)","18",23040017,"Nol4"
"cg15444935",-0.019042973,NA,"1",167389738,"POU2F1","POU2F1",5451,"conserved gene but different region in human and mouse","POU2F1_threeUTR","3' UTR","1",165902162,"Pou2f1"
"cg02073955",-0.309794322,NA,"11",116129526,"LINC00900","LINC00900",283143,"mapped to different gene in human and mouse","LINC00900_Intergenic_upstream","Distal Intergenic","9",46900048,"Gm4791"
"cg27245416",0.003333606,NA,"1",26772876,"ARID1A","ARID1A",8289,"conserved gene and region in mouse and human","ARID1A_Exon","Exon (ENST00000430799.7/8289, exon 14 of 20)","4",133687314,"Arid1a"
"cg06493080",1.451140076,NA,"17",48610948,"HOXB7","HOXB7",3217,"conserved gene and region in mouse and human","HOXB7_fiveUTR","Promoter (<=1kb)","11",96286697,"Hoxb7"
"cg22414596",0.004551734,NA,"10",100788017,"PAX2","PAX2",5076,"conserved gene and region in mouse and human","PAX2_Intron","Intron (ENST00000553492.5/5076, intron 3 of 3)","19",44797690,"Pax2"
"cg23320654",0.044461028,NA,"17",65558878,"AXIN2","AXIN2",8313,"conserved gene and region in mouse and human","AXIN2_Intron","Intron (ENST00000307078.10/8313, intron 1 of 10)","11",108923011,"Axin2"
"cg22667099",-0.27575686,NA,"10",116962125,"SHTN1","SHTN1",57698,"conserved gene and region in mouse and human","SHTN1_Intron","Intron (ENST00000355371.9/57698, intron 3 of 16)","19",59044247,"Shtn1"
"cg04363039",0.042482335,NA,"5",78017237,"AP3B1","AP3B1",8546,"conserved gene and region in mouse and human","AP3B1_Intron","Intron (ENST00000255194.10/8546, intron 25 of 26)","13",94546057,"Ap3b1"
"cg19323953",0.099599113,NA,"6",8838794,"LOC100506207","HULC",100506207,"mapped to different gene in human and mouse","LOC100506207_Exon","Exon (ENST00000643058.1/100506207, exon 5 of 5)","13",39297245,"Slc35b3"
"cg22188876",-0.149965548,NA,"6",35243603,"SCUBE3","SCUBE3",222663,"conserved gene and region in mouse and human","SCUBE3_Exon","Exon (ENST00000274938.8/222663, exon 16 of 22)","17",28165996,"Scube3"
"cg17542246",-0.130667192,NA,"17",63583649,"DCAF7","DCAF7",10238,"conserved gene and region in mouse and human","DCAF7_Exon","Exon (ENST00000614556.5/10238, exon 5 of 7)","11",106051904,"Dcaf7"
"cg00900456",-0.196112022,NA,"5",135031343,"PITX1","PITX1",5307,"conserved gene and region in mouse and human","PITX1_Exon","Exon (ENST00000265340.12/5307, exon 2 of 3)","13",55828507,"Pitx1"
"cg17554167",0.098616125,NA,"17",2063331,"SMG6","SMG6",23293,"conserved gene and region in mouse and human","SMG6_Intron","Intron (ENST00000263073.11/23293, intron 18 of 18)","11",75161286,"Smg6"
"cg03626038",-0.545398615,NA,"16",9116780,"C16orf72","C16orf72",29035,"conserved gene and region in mouse and human","C16orf72_Exon","Exon (ENST00000327827.12/29035, exon 4 of 4)","16",8855906,"1810013L24Rik"
"cg17417202",0.037063532,NA,"17",48626252,"HOXB7","HOXB9",3217,"mapped to different gene in human and mouse","HOXB7_Exon","Exon (ENST00000311177.7/3219, exon 1 of 2)","11",96271558,"Hoxb9"
"cg26653463",-0.088647689,NA,"12",23771429,"SOX5","SOX5",6660,"mapped in human, not mapped in mouse","SOX5_Intron","Intron (ENST00000451604.7/6660, intron 3 of 14)","6",144056941,"Sox5"
"cg16764258",0.000148929,NA,"9",123422862,"DENND1A","DENND1A",57706,"conserved gene and region in mouse and human","DENND1A_Intron","Intron (ENST00000473039.5/57706, intron 14 of 17)","2",37832437,"Dennd1a"
"cg19719141",7.55057e-06,NA,"1",46526544,"MKNK1-AS1","MKNK1-AS1",100507423,"mapped in human, not mapped in mouse","MKNK1-AS1_Intergenic_upstream","Distal Intergenic","4",115904627,"6430628N08Rik"
"cg21482536",-0.005529324,NA,"5",81751012,"SSBP2","SSBP2",23635,"conserved gene but different region in human and mouse","SSBP2_fiveUTR","Promoter (<=1kb)","13",91461216,"Ssbp2"
"cg15253243",0.241310633,NA,"2",219544069,"TMEM198","TMEM198",130612,"conserved gene and region in mouse and human","TMEM198_fiveUTR","Promoter (<=1kb)","1",75479595,"Tmem198"
"cg12721805",NA,0.036616803,"1",116031406,"SLC22A15","SLC22A15",55356,"mapped in human, not mapped in mouse","SLC22A15_Exon","Exon (ENST00000369503.9/55356, exon 6 of 12)","3",101880183,"Slc22a15"
"cg00020468",NA,-0.002385015,"10",60070043,"ANK3","ANK3",288,"mapped in human, not mapped in mouse","ANK3_Exon","Exon (ENST00000280772.7/288, exon 37 of 44)","10",69992409,"Ank3"
"cg04958293",NA,-0.002086394,"X",41520354,"CASK","CASK",8573,"conserved gene and region in mouse and human","CASK_threeUTR","3' UTR","X",13522101,"Cask"
"cg00098422",NA,0.055805395,"1",224389815,"WDR26","WDR26",80232,"conserved gene and region in mouse and human","WDR26_threeUTR","3' UTR","1",181177786,"Wdr26"
"cg00106940",NA,-0.059144902,"3",181712691,"SOX2-OT","SOX2-OT",347689,"mapped to different gene in human and mouse","SOX2-OT_Exon","Exon (ENST00000325404.3/6657, exon 1 of 1)","3",34650752,"Sox2"
"cg05008190",NA,-0.220085399,"17",2401760,"MNT","MNT",4335,"conserved gene and region in mouse and human","MNT_Promoter","Promoter (<=1kb)","11",74830320,"Mnt"
"cg00250826",NA,0.007619397,"7",128754670,"CALU","CALU",813,"conserved gene but different region in human and mouse","CALU_Exon","Exon (ENST00000542996.6/813, exon 4 of 8)","6",29361701,"Calu"
"cg05035366",NA,-0.024783411,"5",168126846,"TENM2","TENM2",57451,"conserved gene and region in mouse and human","TENM2_Exon","Exon (ENST00000518659.5/57451, exon 12 of 29)","11",36139668,"Tenm2"
"cg00314427",NA,-0.078688839,"19",45472862,"ERCC1","ERCC1",2067,"mapped to different gene in human and mouse","ERCC1_threeUTR","3' UTR","7",19304990,"Fosb"
"cg00362836",NA,0.059616586,"17",12473058,"LINC00670","LINC00670",284034,"mapped in human, not mapped in mouse","LINC00670_Intergenic_upstream","Distal Intergenic","11",65435676,"Myocd"
"cg00384342",NA,-0.065628925,"7",96075137,"DYNC1I1","DYNC1I1",1780,"conserved gene and region in mouse and human","DYNC1I1_Intron","Intron (ENST00000537881.5/1780, intron 14 of 16)","6",6005367,"Dync1i1"
"cg05196683",NA,0.022048697,"19",35719524,"KMT2B","KMT2B",9757,"conserved gene and region in mouse and human","KMT2B_Exon","Exon (ENST00000420124.2/9757, exon 2 of 37)","7",30587271,"Kmt2b"
"cg09316860",NA,0.011680446,"1",10598780,"PEX14","PEX14",5195,"conserved gene but different region in human and mouse","PEX14_Intron","Intron (ENST00000356607.9/5195, intron 3 of 8)","4",148984620,"Pex14"
"cg09337540",NA,0.000524824,"X",40168824,"BCOR","BCOR",54880,"conserved gene and region in mouse and human","BCOR_Intron","Intron (ENST00000378455.8/54880, intron 1 of 13)","X",12152686,"Bcor"
"cg00568797",NA,0.000704476,"3",70960237,"FOXP1","FOXP1",27086,"mapped to different gene in human and mouse","FOXP1_Intron","Intron (ENST00000318789.9/27086, intron 20 of 20)","6",98931015,"Foxp1"
"cg00593462",NA,0.102285886,"13",110116146,"COL4A1","COL4A1",1282,"mapped in human, not mapped in mouse","COL4A1_Intron","Intron (ENST00000670698.1/ENST00000670698.1, intron 1 of 1)",NA,NA,NA
"cg05332360",NA,0.015314069,"14",33567287,"NPAS3","NPAS3",64067,"mapped in human, not mapped in mouse","NPAS3_Intron","Intron (ENST00000551634.5/64067, intron 4 of 10)","12",53838492,"Npas3"
"cg09364634",NA,-0.018007928,"18",25176130,"ZNF521","ZNF521",25925,"conserved gene and region in mouse and human","ZNF521_Intron","Intron (ENST00000361524.8/25925, intron 5 of 7)","18",13798207,"Zfp521"
"cg09374953",NA,-0.018098904,"11",131370514,"NTM","NTM",50863,"conserved gene but different region in human and mouse","NTM_fiveUTR","Promoter (<=1kb)","9",29963230,"Ntm"
"cg00788877",NA,-0.010860024,"4",1598753,"FAM53A","FAM53A",152877,"conserved gene and region in mouse and human","FAM53A_Intergenic_downstream","Distal Intergenic","5",33564287,"Fam53a"
"cg00864083",NA,0.079041497,"1",42205807,"FOXJ3","FOXJ3",22887,"conserved gene and region in mouse and human","FOXJ3_Exon","Exon (ENST00000372572.5/22887, exon 8 of 15)","4",119610045,"Foxj3"
"cg05524242",NA,-0.00399539,"19",19654063,"ATP13A1","ATP13A1",57130,"conserved gene but different region in human and mouse","ATP13A1_Exon","Exon (ENST00000357324.11/57130, exon 14 of 26)","8",69799842,"Atp13a1"
"cg00929113",NA,-0.019965063,"11",31799549,"PAX6","PAX6",5080,"conserved gene and region in mouse and human","PAX6_Intron","Intron (ENST00000606377.6/5080, intron 7 of 12)","2",105686951,"Pax6"
"cg05537515",NA,-0.034620192,"12",57529196,"MBD6","MBD6",114785,"conserved gene but different region in human and mouse","MBD6_Exon","Exon (ENST00000355673.8/114785, exon 13 of 13)","10",127282870,"Mbd6"
"cg00984060",NA,0.02648832,"22",39685515,"CACNA1I","CACNA1I",8911,"mapped in human, not mapped in mouse","CACNA1I_Intron","Intron (ENST00000404898.5/8911, intron 35 of 35)",NA,NA,NA
"cg09629523",NA,-0.03430037,"20",32581346,"NOL4L","NOL4L",140688,"mapped in human, not mapped in mouse","NOL4L_Intron","Intron (ENST00000375671.7/149950, intron 1 of 2)",NA,NA,NA
"cg09646392",NA,0.189670079,"13",108268704,"TNFSF13B","TNFSF13B",10673,"mapped in human, not mapped in mouse","TNFSF13B_Promoter","Promoter (<=1kb)",NA,NA,NA
"cg05620664",NA,-0.03690146,"X",134187454,"MIR106A","MIR106A",406899,"mapped in human, not mapped in mouse","MIR106A_Intergenic_upstream","Distal Intergenic",NA,NA,NA
"cg05675373",NA,0.010905188,"1",110211635,"KCNC4","KCNC4",3749,"mapped in human, not mapped in mouse","KCNC4_Exon","Promoter (<=1kb)","3",107458754,"Kcnc4"
"cg01090334",NA,0.040065649,"X",21516521,"CNKSR2","CNKSR2",22866,"conserved gene but different region in human and mouse","CNKSR2_threeUTR","3' UTR","X",157919855,"Cnksr2"
"cg05690769",NA,-2.11977e-05,"2",176075868,"EVX2","EVX2",344191,"conserved gene and region in mouse and human","EVX2_Intergenic_downstream","Distal Intergenic","2",74651400,"Evx2"
"cg13400013",NA,0.000642869,"2",118850010,"EN1","EN1",2019,"conserved gene and region in mouse and human","EN1_Promoter","Promoter (2-3kb)","1",120600234,"En1"
